,id.row,row.order,disease,multi.disease.flag,geocode.flag,country..source.,region..source.,affected.locations,years,date,cases..total.,cases..human.,cases..animal.,deaths..total.,deaths..human.,deaths..animal.,population,source,notes,setting,clinical,pathogen,lon,lat
4423,4423,,salmonellosis,0,0,canada,British Columbia,,2001*,,,y,,,,,,sprouts,"""",,,Java,-127.6476205,53.7266683
4424,4424,,salmonellosis,0,0,canada,Saskatchewan,,2001*,,,y,,,,,,sprouts,"""",,,Java,-106.4508639,52.9399159
4425,4425,16117,salmonellosis,0,0,canada,multiple locations,,2001,,12,12,,,,,,sprouts,Outbreak in 7 Vietnamese restaurants in Saskatchewan and Calgary was caused by contaminated mung bean sprouts.,restaurant,,Enteritidis PT 11B,-106.346771,56.130366
4426,4426,,salmonellosis,0,0,canada,Saskatchewan,,2001,,,y,,,,,,sprouts,"""",,,Enteritidis PT 11B,-106.4508639,52.9399159
4427,4427,,salmonellosis,0,0,canada,Calgary,,2001,,,y,,,,,,sprouts,"""",,,Enteritidis PT 11B,-114.0708459,51.0486151
4428,4428,16119,salmonellosis,0,1,canada / usa,,,2003 - 2004,,29,29,,,,,,almonds,Outbreak caused by contaminated raw almonds included 12 USA states and Canada.,,,,NA,NA
4429,4429,,salmonellosis,0,0,canada,,,2003 - 2004,,,y,,,,,,almonds,"""",,,,-106.346771,56.130366
4430,4430,,salmonellosis,0,0,usa,12 states,,2004,,,y,,,,,,almonds,"""",,,,-95.712891,37.09024
4431,4431,16120,salmonellosis,0,0,canada,Ontario,,2004,,7,,,,,,,vegetable - tomatoes,Outbreak ascribed to contaminated Roma tomatoes.,,,Javiana,-85.323214,51.253775
4432,4432,16121,salmonellosis,0,0,canada,Alberta,,2004,,31,31,,,,,,,Outbreak associated with a contaminated employee.,restaurant,,Heidelberg,-116.5765035,53.9332706
4433,4433,16122,salmonellosis,0,1,canada / usa,,,2005,,5,5,,,,,,pet food,3 cases in Canada and 2 in USA - caused by handling contaminated pet treats.,,,Thompson,NA,NA
4434,4434,,salmonellosis,0,0,canada,Western Region,,2005,,3,3,,,,,,pet food,"""",,,Thompson,-123.3648564,48.4255149
4435,4435,,salmonellosis,0,0,usa,multiple locations (?),,2005,,2,2,,,,,,pet food,"""",,,Thompson,-95.712891,37.09024
4436,4436,16123,salmonellosis,0,0,canada,Ontario,,2005,,81,,,,,,,,,restaurant,,,-85.323214,51.253775
4437,4437,16124,salmonellosis,0,0,canada,Ontario,,2005,,47,,,,,,,,,,,Typhimurium PT U302,-85.323214,51.253775
4438,4438,16125,salmonellosis,0,0,canada,British Columbia,,2005*,,,,,,,,,baked goods,,,,,-127.6476205,53.7266683
4439,4439,16126,salmonellosis,0,0,canada,Ontario,,2005,,592,592,,,,,,sprouts,Outbreak related to contaminated bean sprouts.,,,,-85.323214,51.253775
4440,4440,16127,salmonellosis,0,1,canada / usa,,,2006,,41,41,,,,,,fruit salad,"Outbreak involving Ontario (2 cases) and the USA (39 cases, 10 states) was related to contaminated fruit salad served in health care facilities.",health care facility,,Oranienburg,NA,NA
4441,4441,,salmonellosis,0,0,canada,Ontario,,2006,,2,2,,,,,,fruit salad,"""",health care facility,,Oranienburg,-85.323214,51.253775
4442,4442,,salmonellosis,0,0,usa,10 states,,2006,,39,39,,,,,,fruit salad,"""",health care facility,,Oranienburg,-95.712891,37.09024
4443,4443,16128,salmonellosis,0,0,canada,Ontario,,2007,,85,85,,,,,,food,Outbreak associated with a university food court.,university,,Typhimurium PT 108,-85.323214,51.253775
4444,4444,16130,salmonellosis,0,0,canada,British Columbia,,2008,,64,,,,,,,,"The true number of cases might have been as high as 3,200 to 19,200.",,,,-127.6476205,53.7266683
4445,4445,16132,salmonellosis,0,0,canada,Quebec,,2008,,87,,,1,,,,cheese,,,,Enteritidis,-71.2079809,46.8138783
4446,4446,16133,salmonellosis,0,1,canada / usa,,,2008,,74,,,,,,,,Outbreak included 26 cases in Canada and 48 in the USA.,,,Poona,NA,NA
4447,4447,,salmonellosis,0,0,canada,,,2008,,26,,,,,,,,"""",,,Poona,-106.346771,56.130366
4448,4448,,salmonellosis,0,0,usa,multiple locations (?),,2008,,48,,,,,,,,"""",,,Poona,-95.712891,37.09024
4449,4449,16134,salmonellosis,0,1,canada / uk / usa,,,2009,,137,,,,,,,,"Outbreak included 38 cases in the United Kingdom, 85 in the USA, 7 in Canada, and 7 in Scotland.",,,Oranienburg,NA,NA
4450,4450,,salmonellosis,0,0,canada,,,2009,,7,,,,,,,,"""",,,Oranienburg,-106.346771,56.130366
4451,4451,,salmonellosis,0,0,uk,multiple locations,,2009,,45,,,,,,,,"""",,,Oranienburg,-3.435973,55.378051
4452,4452,,salmonellosis,0,0,uk,Scotland,,2009,,7,,,,,,,,"""",,,,-4.2026458,56.4906712
4453,4453,,salmonellosis,0,0,uk,not Scotland,,2009,,38,,,,,,,,"""",,,,-2.7212763,56.0581355
4454,4454,,salmonellosis,0,0,usa,multiple locations (?),,2009,,137,,,,,,,,"""",,,Oranienburg,-95.712891,37.09024
4455,4455,16135,salmonellosis,0,0,canada,multiple locations,,2009,,12,12,,,,,,multiple,Outbreak in Ontario and Alberta was ascribed to contaminated onion and alfalfa sprouts.,,,Cubana,-106.346771,56.130366
4456,4456,,salmonellosis,0,0,canada,Ontario,,2009,,,y,,,,,,multiple,"""",,,Cubana,-85.323214,51.253775
4457,4457,,salmonellosis,0,0,canada,Alberta,,2009,,,y,,,,,,multiple,"""",,,Cubana,-116.5765035,53.9332706
4458,4458,16136,salmonellosis,0,1,canada / usa,,,2009,,136,,,,,,,vegetable - lettuce,Outbreak included 124 cases in the USA and 12 in Canada.,,,Typhimurium,NA,NA
4459,4459,,salmonellosis,0,0,canada,,,2009,,12,,,,,,,vegetable - lettuce,"""",,,Typhimurium,-106.346771,56.130366
4460,4460,,salmonellosis,0,0,usa,multiple locations (?),,2009,,124,,,,,,,vegetable - lettuce,"""",,,Typhimurium,-95.712891,37.09024
4461,4461,16137,salmonellosis,0,0,canada,4 provinces,,2010,,33,33,,,,,,cheese,Outbreak affecting 4 provinces associated with consumption of contaminated head cheese.,,,Chester,-82.9540131,42.2449066
4462,4462,16138,salmonellosis,0,0,canada,Alberta,,2010 - 2011,,91,91,,,,,,food,Outbreak associated with food purchased from mobile lunch trucks.,,,Enteritidis,-116.5765035,53.9332706
4463,4463,16139,salmonellosis,0,0,canada,New Brunswick,,2011,,7,,,1,,,,,,nursing home,,,-66.4619164,46.5653163
4464,4464,16140,salmonellosis,0,0,canada,British Columbia,,2011,,8,,,,,,,,,,,Agbeni,-127.6476205,53.7266683
4465,4465,16141,salmonellosis,0,0,canada,Ontario,,2012,,46,46,,,,,,catered food,Outbreak associated with contaminated beef burger mix used by a caterer.,school,,,-85.323214,51.253775
4466,4466,16143,salmonellosis,0,1,canada / usa,,,2012,,53,,,,,,,pet food,Outbreak (53 cases) including 2 cases in Canada and 51 in the USA associated with contact with dry pet food.,,,Infantis,NA,NA
4467,4467,,salmonellosis,0,0,canada,,,2012,,2,,,,,,,pet food,"""",,,Infantis,-106.346771,56.130366
4468,4468,,salmonellosis,0,0,usa,multiple locations (?),,2012,,51,,,,,,,pet food,"""",,,Infantis,-95.712891,37.09024
4469,4469,16145,salmonellosis,0,0,canada,,,2014,,9,9,,,,,,reptile - dragons,Outbreak related to contact with pet bearded dragons.,,,Cotham,-106.346771,56.130366
4470,4470,16146,salmonellosis,0,0,canada,Ontario,,2014 - 2015,,35,35,,,,,,chicken,"3 outbreaks associated with uncooked, frozen-processed chicken parts served at a restaurant in Ontario.",restaurant,,Enteritidis PT 13A,-85.323214,51.253775
4471,4471,16147,salmonellosis,0,0,canada,multiple locations (?),,2014,,20,,,,,,,rodent,Outbreak associated with contact with feeder rodents.,,,Typhimurium,-106.346771,56.130366
4472,4472,16148,salmonellosis,0,1,canada / usa,,,2014,,83,83,,,,,,chia powder,"Outbreak (52 cases in Canada and 31 cases in 16 American states) of Salmonella serotypes Newport, Oranienburg, and Hartford infections related to contaminated chia powder.",,,multiple,NA,NA
4473,4473,,salmonellosis,0,0,canada,,,2014,,52,52,,,,,,chia powder,"""",,,multiple,-106.346771,56.130366
4474,4474,,salmonellosis,0,0,usa,16 states,,2014,,31,31,,,,,,chia powder,"""",,,multiple,-95.712891,37.09024
4475,4475,16149,salmonellosis,0,0,canada,multiple locations,,2015,,44,44,,,,,,poultry - chicken,"Outbreak in Ontario, Quebec, Nova Scotia, and Newfoundland and Labrador associated with raw breaded chicken products.",,,,-106.346771,56.130366
4476,4476,,salmonellosis,0,0,canada,Ontario,,2015,,,y,,,,,,poultry - chicken,"""",,,,-85.323214,51.253775
4477,4477,,salmonellosis,0,0,canada,Quebec,,2015,,,y,,,,,,poultry - chicken,"""",,,,-71.2079809,46.8138783
4478,4478,,salmonellosis,0,0,canada,Nova Scotia,,2015,,,y,,,,,,poultry - chicken,"""",,,,-63.744311,44.6819866
4479,4479,,salmonellosis,0,0,canada,Newfoundland and Labrabor,,2015,,,y,,,,,,poultry - chicken,"""",,,,-57.6604364,53.1355091
4480,4480,16150,salmonellosis,0,0,canada,multiple locations,,2015,,34,,,,,,,live chickens,"Outbreak in Alberta, British Columbia, and Saskatchewan associated with contact with live baby poultry.",,,,-106.346771,56.130366
4481,4481,,salmonellosis,0,0,canada,Alberta,,2015,,,,,,,,,live chickens,"""",,,,-116.5765035,53.9332706
4482,4482,,salmonellosis,0,0,canada,British Columbia,,2015,,,,,,,,,live chickens,"""",,,,-127.6476205,53.7266683
4483,4483,,salmonellosis,0,0,canada,Saskatchewan,,2015,,,,,,,,,live chickens,"""",,,,-106.4508639,52.9399159
4484,4484,16151,salmonellosis,0,0,canada,British Columbia,,2016,,4,,,,,,,pet food,,,,,-127.6476205,53.7266683
4485,4485,16152,salmonellosis,0,0,canada,Toronto,,2016,,43,,,,,,,,37 confirmed and 6 probable cases.,restaurant,,,-79.3831843,43.653226
4486,4486,16153,salmonellosis,0,0,canaryislands,,"Sweden, ??",1976,,360,360,,,,,,,Outbreak associated with airline flights to and from Gran Canaria.,airplane,,Typhimurium,-16.6291304,28.2915637
4487,4487,16154,salmonellosis,0,0,canaryislands,Tenerife,,1992*,,,,,,,,,,,,,Enteritidis,-16.6291304,28.2915637
4488,4488,16155,salmonellosis,0,0,canaryislands,,??,1997,,455,455,,,,,,baked goods,Outbreak associated with contaminated chocolate eclair served aboard commercial airline flights.,airplane,,Enteritidis,-16.6291304,28.2915637
4489,4489,16156,salmonellosis,0,0,canaryislands,Gran Canaria,,2006,,46,46,,,,,,water,Outbreak caused by contaminated bottled water.,,,Kottbus,-15.5474373,27.9202202
4490,4490,16157,salmonellosis,0,0,canaryislands,Tenerife,,2011,,16,,,,,,,,,hospital,,,-16.6291304,28.2915637
4491,4491,16158,salmonellosis,0,0,canaryislands,Mogan Municipality,,2013,,34,,,,,,,,,nursery,,,-15.723279,27.8839292
4492,4492,16159,salmonellosis,0,0,canaryislands,Gran Canaria,,2014,,199,199,,,,,,,Outbreak associated with contaminated pasta salad.,,,Enteritidis,-15.5474373,27.9202202
4493,4493,16160,salmonellosis,0,0,chile,,,1982,,,y,,,,,,cheese,Outbreak associated with consumption of goat cheese.,,,Panama,-71.542969,-35.675147
4494,4494,16161,salmonellosis,0,0,chile,,,1994 - 1995,,,,,,,,,,,,,Enteritidis,-71.542969,-35.675147
4495,4495,16162,salmonellosis,0,0,chile,,,2011,,,,,,,,,,,,,Enteritidis,-71.542969,-35.675147
4496,4496,16163,salmonellosis,0,0,chile,Bio Bio Region,,2011,,47,,,,,,,mayonnaise,,,,,-72.331113,-36.9777206
4497,4497,16164,salmonellosis,0,0,china,Fujian (Yongan),,1987,,1113,1113,,,,,,drinks,"Outbreak in Yongan, Fujian caused by contaminated iced drinks.",,,Typhimurium,117.365052,25.941937
4498,4498,16165,salmonellosis,0,0,china,Hangyang City,,1987,,59,,,0,,,,,,,,Paratyphi B,112.572018,26.893368
4499,4499,16166,salmonellosis,0,0,china,,,1990*,,,,,,,,,,,,,Typhimurium,104.195397,35.86166
4500,4500,16167,salmonellosis,0,0,china,Chongquing,,1993*,,12,,,2,,,,,,newborn nursery,,Typhimurium,106.551484,29.56305
4501,4501,16168,salmonellosis,0,0,china,,,1993*,,,,,,,,,,Outbreak reported - additional details unavailable.,,,,104.195397,35.86166
4502,4502,16169,salmonellosis,0,0,china,,"Australia, Canada",2001,,93,93,,,,,,peanuts,Outbreak in Australia (60 cases) and Canada (33 cases) associated with contaminated peanuts imported from China.,,,Stanley,104.195397,35.86166
4503,4503,,salmonellosis,0,0,china,,Australia,2001,,60,60,,,,,,peanuts,"""",,,Stanley,104.195397,35.86166
4504,4504,,salmonellosis,0,0,china,,Canada,2001,,33,33,,,,,,peanuts,"""",,,Stanley,104.195397,35.86166
4505,4505,16170,salmonellosis,0,0,china,Liaoning,,2004,,89,,,,,,,,,restaurant,,,122.5290376,41.9436543
4506,4506,16171,salmonellosis,0,0,china,Guangdong,,2004,,120,120,,,,,,eggs,Outbreak caused by contaminated eggs used to prepare commercial baked goods.,,,,113.7632828,23.3790333
4507,4507,16172,salmonellosis,0,0,china,Guangdong,,2004,,,,,,,,workers,,"Outbreak in Huizhou, Guangdong Province.",factory,,,113.7632828,23.3790333
4508,4508,16173,salmonellosis,0,0,china,Guangxi,,2004,,394,,,,,,,,,boarding school,,Paratyphi A,108.8076195,23.7247599
4509,4509,16174,salmonellosis,0,0,china,Hubei (Jingzhou),,2008*,,19,,,,,,,drinks,Outbreak in Jingzhou.,,,Muenchen,112.239631,30.335237
4510,4510,16175,salmonellosis,0,0,china,Sichuan,,2009,,132,132,,,,,,food,Outbreak associated with a pork-vermicelli dish.,banquet,,Blegdam,102.8054753,30.2638032
4511,4511,16176,salmonellosis,0,0,china,Guangxi Zhuang,,2010,,84,,,,,,students,,,,,Paratyphi A,108.8076195,23.7247599
4512,4512,16177,salmonellosis,0,0,china,Xuzhou,,2012,,135,,,,,,children,,,,,Enteritidis,117.284124,34.205768
4513,4513,16178,salmonellosis,0,0,china,Sichuan,,2013,,386,386,,,,,students,salad,Outbreak associated with cowpea salad.,school cafeteria,,Typhimurium,102.8054753,30.2638032
4514,4514,16179,salmonellosis,0,0,china,,USA (12 states),2014,,115,115,,,,,,sprouts,Outbreak in the USA (12 states) associated with contaminated mung bean sprouts imported from China.,,,Enteritidis,104.195397,35.86166
4515,4515,16180,salmonellosis,0,0,china,Ningbo,,2015*,,112,112,,,,,,baked goods,Outbreak associated with contaminated mousse cake.,,,,121.54399,29.868336
4516,4516,16181,salmonellosis,0,0,colombia,Cauca,,2011,,128,,,,,,,food,,restaurant,,,-76.8259652,2.7049813
4517,4517,16182,salmonellosis,0,0,croatia,Zagreb,,1962*,,,,,,,,,,,hospital,,Java,15.9819189,45.8150108
4518,4518,16183,salmonellosis,0,0,croatia,Labin,,1970,,,,,,,,,,,,,Enteritidis,14.1238049,45.091589
4519,4519,16184,salmonellosis,0,0,cuba,Holquin,UK,2014,,29,29,,,,,tourists,,Outbreak at a hotel in Cuba included several British tourists.,hotel,,,-76.2594981,20.8795129
4520,4520,,salmonellosis,0,0,cuba,Holquin,,2014,,,y,,,,,tourists,,"""",hotel,,,-76.2594981,20.8795129
4521,4521,,salmonellosis,0,0,cuba,Holquin,UK,2014,,,y,,,,,tourists,,"""",hotel,,,-76.2594981,20.8795129
4522,4522,16185,salmonellosis,0,0,czechrepublic,,,1959*,,,,,,,,,,,,,Typhimurium,15.472962,49.817492
4523,4523,16186,salmonellosis,0,0,czechrepublic,South Moravia,,1979*,,,,,,,,,,,,,,16.7676899,48.9544528
4524,4524,16187,salmonellosis,0,0,czechrepublic,South Moravia,,1987*,,,,,,,,,,,,,,16.7676899,48.9544528
4525,4525,16188,salmonellosis,0,0,czechrepublic,,,1989 - 1991,,,,,,,,,eggs,,,,,15.472962,49.817492
4526,4526,16189,salmonellosis,0,0,czechrepublic,multiple locations (?),,1989,,34435,,,,,,,,,,,,15.472962,49.817492
4527,4527,16190,salmonellosis,0,0,czechrepublic,Brno,,1998*,,27,27,,,,,athletes,,Outbreak among members of a hockey league.,,,Enteritidis PT 8,16.6068371,49.1950602
4528,4528,16191,salmonellosis,0,0,czechrepublic,South Moravia,,1998,,,,,,,,,,,,,Typhimurium DT 104,16.7676899,48.9544528
4529,4529,16192,salmonellosis,0,0,czechrepublic,,,2004,,39,,,,,,,,,,,Enteritidis PT 13,15.472962,49.817492
4530,4530,16194,salmonellosis,0,1,czechrepublic / finland / latvia,,,2010,,14,,,,,,,,"An outbreak (14 cases) of Salmonella urbana infection included cases in Finland, the Czech Republic and Latvia.",,,Urbana,NA,NA
4531,4531,,salmonellosis,0,0,czechrepublic,,,2010,,,,,,,,,,"""",,,Urbana,15.472962,49.817492
4532,4532,,salmonellosis,0,0,finland,,,2010,,,,,,,,,,"""",,,Urbana,25.7481511,61.92411
4533,4533,,salmonellosis,0,0,latvia,,,2010,,,,,,,,,,"""",,,Urbana,24.603189,56.879635
4534,4534,16196,salmonellosis,0,0,czechrepublic,multiple locations (?),,2012 - 2013,,,,,,,,,,,,,Mikawasima,15.472962,49.817492
4535,4535,16197,salmonellosis,0,1,czechrepublic / germany / greece / luxembourg,,,2016 - 2017,,40,40,,,,,,sesame,"An outbreak (40 cases) of Salmonella 11:z41:e, n, z15 infection in Greece (22 cases), Germany (10 cases), Czech Republic (5 cases), and Luxembourg (3 cases) was ascribed to contaminated sesame seed.",,,"11:z41:e, n, z15",NA,NA
4536,4536,,salmonellosis,0,0,czechrepublic,,,2016 - 2017,,5,5,,,,,,sesame,"""",,,"11:z41:e, n, z16",15.472962,49.817492
4537,4537,,salmonellosis,0,0,germany,,,2016 - 2017,,10,10,,,,,,sesame,"""",,,"11:z41:e, n, z17",10.451526,51.165691
4538,4538,,salmonellosis,0,0,greece,,,2016 - 2017,,22,22,,,,,,sesame,"""",,,"11:z41:e, n, z18",21.824312,39.074208
4539,4539,,salmonellosis,0,0,luxembourg,,,2016 - 2017,,3,3,,,,,,sesame,"""",,,"11:z41:e, n, z19",6.129583,49.815273
4540,4540,16199,salmonellosis,0,0,denmark,,,1993,,550,,,,,,,meat - pork,,,,Infantis,9.501785,56.26392
4541,4541,16200,salmonellosis,0,0,denmark,,,1993,,130,,,,,,,poultry - turkey,,,,Saintpaul,9.501785,56.26392
4542,4542,16201,salmonellosis,0,0,denmark,,,1995,,154,154,,,,,,sprouts,Outbreak ascribed to alfalfa sprouts.,,,Newport,9.501785,56.26392
4543,4543,16202,salmonellosis,0,0,denmark,Funen,,1996,,170,,,,,,,meat - pork,,,,Typhimurium,10.2352908,55.3290605
4544,4544,16203,salmonellosis,0,0,denmark,multiple locations (?),,1998,,25+,25,y,2,2,,,meat - pork,2 infected pig herds were identified during the outbreak.,,,Typhimurium DT 104,9.501785,56.26392
4545,4545,16204,salmonellosis,0,0,denmark,,,1998,,38,,,,,,,meat - pork,The mean incidence of infection by this species in Denmark was 0 to 3 cases per year.,,,Manhattan,9.501785,56.26392
4546,4546,16205,salmonellosis,0,0,denmark,multiple locations,,1998*,,,,,,,,,,Outbreak in Harlev and Copenhagen.,hospital,,Enteritidis PT 6,9.501785,56.26392
4547,4547,,salmonellosis,0,0,denmark,Harlev,,1998*,,,,,,,,,,"""",hospital,,Enteritidis PT 6,9.997719,56.144829
4548,4548,,salmonellosis,0,0,denmark,Copenhagen,,1998*,,,,,,,,,,"""",hospital,,Enteritidis PT 6,12.5683372,55.6760968
4549,4549,16206,salmonellosis,0,0,denmark,Copenhagen,,1999,,,y,,,,,,eggs,Outbreak at New Year celebration of the Copenhagen Medical Association associated with raw eggs used in a minced salmon dish.,holiday celebration,,Enteritidis PT 6,12.5683372,55.6760968
4550,4550,16208,salmonellosis,0,0,denmark,,,2000,,9,,,1,,,,,,,,Typhimurium PT U302,9.501785,56.26392
4551,4551,16210,salmonellosis,0,0,denmark,nationwide,,2001,,127,,,,,,,,,,,Bovismorbificans,9.501785,56.26392
4552,4552,16212,salmonellosis,0,0,denmark,multiple locations (?),,2002,,81,,,,,,,poultry - turkey,,,,Typhimurium,9.501785,56.26392
4553,4553,16213,salmonellosis,0,0,denmark,Copenhagen,,2003,,390,390,,,,,,,Outbreak ascribed to fecal contamination of a buffet.,restaurant,,Typhimurium U302,12.5683372,55.6760968
4554,4554,16214,salmonellosis,0,0,denmark,,Sweden (Blekinge),2003,,112,112,,,,,,meat - kebab,Outbreak in Sweden was caused by kebab meat imported from Denmark.,,,Typhimurium DT 108,9.501785,56.26392
4555,4555,16215,salmonellosis,0,0,denmark,Funen,,2005,,26,,,,,,,meat - pork,,,,,10.2352908,55.3290605
4557,4557,16219,salmonellosis,0,0,denmark,,"Finland, Norway",2007,,45,45,,,,,,sprouts,"An outbreak (45 cases, total) of Salmonella Weltevreden infections in Denmark (19 cases), Norway (19 cases), and Finland (7 cases) associated with alfalfa sprouts distributed from Denmark.",,,Weltevreden,9.501785,56.26392
4558,4558,,salmonellosis,0,0,denmark,,,2007,,19,19,,,,,,sprouts,"""",,,Weltevreden,9.501785,56.26392
4559,4559,,salmonellosis,0,0,denmark,,Finland,2007,,7,7,,,,,,sprouts,"""",,,Weltevreden,9.501785,56.26392
4560,4560,,salmonellosis,0,0,denmark,,Norway,2007,,19,19,,,,,,sprouts,"""",,,Weltevreden,9.501785,56.26392
4561,4561,16220,salmonellosis,0,0,denmark,Copenhagen,,2007,,10,10,,,,,,eggs,Outbreak at a family celebration.,,,Enteritidis,12.5683372,55.6760968
4562,4562,16226,salmonellosis,0,0,denmark,,,2008,,1158,,,4,,,,meat - pork,A concurrent outbreak (93 cases) of Salmonella enterica serotype typhimurium DT135 infection may also have been related.,,,Typhimurium PT U292,9.501785,56.26392
4563,4563,,salmonellosis,0,0,denmark,,,2008,,93,,,,,,,,"""",,,Typhimurium DT 135,9.501785,56.26392
4564,4564,16227,salmonellosis,0,1,denmark / norway / sweden,,,2008,,49,49,,4,4,,,meat - pork,"Outbreak (49 cases) from contaminated pork products included 37 cases (4 fatal) in Denmark, 10 in Norway, and 2 in Sweden.",,,Typhimurium PT U288,NA,NA
4565,4565,,salmonellosis,0,0,denmark,,,2008,,37,37,,4,4,,,meat - pork,"""",,,Typhimurium PT U288,9.501785,56.26392
4566,4566,,salmonellosis,0,0,norway,,,2008,,10,10,,,,,,meat - pork,"""",,,Typhimurium PT U289,8.468946,60.472024
4567,4567,,salmonellosis,0,0,sweden,,,2008,,2,2,,,,,,meat - pork,"""",,,Typhimurium PT U290,18.643501,60.128161
4568,4568,16228,salmonellosis,0,0,denmark,,,2008,,42,,,,,,,meat - pork,,,,Typhimurium,9.501785,56.26392
4569,4569,16229,salmonellosis,0,0,denmark,Copenhagen,,2010,,20,,,,,,,meat - salami,,,,Typhimurium,12.5683372,55.6760968
4570,4570,16230,salmonellosis,0,0,denmark,,,2010,,172,,,,,,,meat - pork,,,,Typhimurium PT U323,9.501785,56.26392
4571,4571,16232,salmonellosis,0,0,denmark,,,2011,,22,22,,,,,,meat - pork,Outbreak associated with contaminated smoked pork tenderloin.,,,Typhimurium DT 120,9.501785,56.26392
4572,4572,16234,salmonellosis,0,0,denmark,,,2014,,130,130,,,,,,meat - beef,Outbreak associated with contaminated ground beef.,,,,9.501785,56.26392
4573,4573,16237,salmonellosis,0,0,denmark,,,2017,,19,19,,2,2,,,food,Outbreak associated with a commercial frozen microwave dinner.,,,,9.501785,56.26392
4574,4574,16238,salmonellosis,0,0,dominicanrepublic,multiple locations (?),Canada,1999,,15,15,,,,,tourists,,Outbreak among Canadian travelers to the Dominican Republic - most following visits to Rio San Juan (59%) or the area of Puerto Plata.,,,Enteritidis,-70.162651,18.735693
4575,4575,,salmonellosis,0,0,dominicanrepublic,Rio San Juan,Canada,1999,,,y,,,,,tourists,,"""",,,Enteritidis,-70.0711548,19.6398565
4576,4576,,salmonellosis,0,0,dominicanrepublic,Puerto Plata,Canada,1999,,,y,,,,,tourists,,"""",,,Enteritidis,-70.6871091,19.7807686
4577,4577,16239,salmonellosis,0,1,egypt + lebanon,,"Australia, New Zealand",2002 - 2003,,54+,54+,,,,,,sesame seed,Outbreaks in Australia and New Zealand caused by contaminated sesame seed products (Tahini and Halvah) imported from Egypt and Lebanon.,,,Montevideo,NA,NA
4578,4578,0,salmonellosis,0,0,egypt,,"Australia, New Zealand",2002 - 2003,,54+,54+,,,,,,sesame seed,Outbreaks in Australia and New Zealand caused by contaminated sesame seed products (Tahini and Halvah) imported from Egypt and Lebanon.,,,Montevideo,30.802498,26.820553
4579,4579,0,salmonellosis,0,0,lebanon,,"Australia, New Zealand",2002 - 2003,,54+,54+,,,,,,sesame seed,Outbreaks in Australia and New Zealand caused by contaminated sesame seed products (Tahini and Halvah) imported from Egypt and Lebanon.,,,Montevideo,35.862285,33.854721
4580,4580,,salmonellosis,0,1,egypt + lebanon,,Australia (New South Wales),2002 - 2003,,54,54,,,,,,sesame seed,"Outbreak caused by contaminated sesame seed (Tahini) paste. A review revealed that 17 different Salmonella spp. had been identified in sesame seeds and sesame seed products in Australia - including hummus, tahini, and halvah - on 30 occasions. The products were imported from Egypt and Lebanon.",,,Montevideo,NA,NA
4581,4581,,salmonellosis,0,1,egypt + lebanon,,New Zealand,2003,,,y,,,,,,sesame seed,Outbreaks in Australia and New Zealand were caused by contaminated sesame seed products (Tahini and Halvah) imported from Egypt and Lebanon.,,,Montevideo,NA,NA
4582,4582,16240,salmonellosis,0,0,estonia,,,2008,,94,,,,,,children,,,kindergarten,,,25.0136071,58.595272
4583,4583,16242,salmonellosis,0,0,ethiopia,Gondar,,1991 - 1992,,79,,,,,,students,eggs,,college,,Newport,37.4521319,12.6030181
4584,4584,16243,salmonellosis,0,0,finland,Kesi-Soumi,,1969,,105,,,,,,,milk,"Outbreak in Laukaa, Kesi-Suomi.",,,,25.5549445,62.5666743
4585,4585,16244,salmonellosis,0,0,finland,,,1969,,21,,,,,,,water,Outbreak caused by contaminated river water.,,,Paratyphi B,25.7481511,61.92411
4586,4586,16246,salmonellosis,0,0,finland,,,1986,,226,226,,,,,,,An outbreak (226 cases) of Salmonella infantis infection from packaged meals affected rail and air passengers.,travel,,Infantis,25.7481511,61.92411
4587,4587,16248,salmonellosis,0,1,finland / spain,,,1989,,71,71,,,,,,,An outbreak (71 cases) of Salmonella enterica serovar Enteritidis infection in Spain and Finland was caused by contamination of cold food items served on a commercial airline flight.,airplane,,Enteritidis,NA,NA
4588,4588,,salmonellosis,0,0,finland,,,1989,,,y,,,,,,,,,,,25.7481511,61.92411
4589,4589,,salmonellosis,0,0,spain,,,1989,,,y,,,,,,,,,,,-3.74922,40.463667
4590,4590,16249,salmonellosis,0,0,finland,multiple locations (?),,1992,,224,224,,,,,,beans,An outbreak (224 cases) of Salmonella enterica infection was caused by contaminated mung beans.,,,,25.7481511,61.92411
4591,4591,16250,salmonellosis,0,0,finland,Southern Region,,1994,,210,210,,,,,,alfalfa seeds,An outbreak (210 cases) of Salmonella Bovismorbificans infection in southern Finland was ascribed to alfalfa seeds.,,,Bovismorbificans,26.1285786,60.6398758
4592,4592,16252,salmonellosis,0,0,finland,Pori,,1997,,30,,,,,,,,,residential aged care facility,,Hadar,21.7974179,61.4851393
4593,4593,16253,salmonellosis,0,1,finland / uk,,,1997 - 1998,,90,90,,,,,,meat - ham,An outbreak (90 cases) of Salmonella Newport infection associated with contaminated cured ham was reported in the United Kingdom and Finland.,,,Newport,NA,NA
4594,4594,,salmonellosis,0,0,finland,,,1997 - 1998,,,y,,,,,,meat - ham,"""",,,Newport,25.7481511,61.92411
4595,4595,,salmonellosis,0,0,uk,,,1997 - 1998,,,y,,,,,,meat - ham,"""",,,Newport,-3.435973,55.378051
